Serial_number,App_Size,App_Price,Installs,User_Rating,Content_Rating,Category,currency,Type
3620,104240128,0,22444,4.5,17+,Games,USD,
3621,2318708736,4.99,1510,3.5,4+,Games,USD,
3622,117929984,0,6379,4.5,4+,Games,USD,
3623,117254144,0,23735,4.5,4+,Games,USD,
3624,154107904,0,10159,5,12+,Games,USD,
3625,651927552,0.99,1331,4.5,9+,Games,USD,
3627,129190912,0,1018,4,9+,Games,USD,
3628,1196982272,3.99,510,4.5,12+,Games,USD,
3629,1431842816,3.99,715,4.5,9+,Games,USD,
3630,896630784,3.99,110,4,9+,Games,USD,
3631,159452160,3.99,1187,5,4+,Food & Drink,USD,
3632,53612544,0,1934,4.5,4+,Games,USD,
3633,302269440,2.99,64,4,12+,Games,USD,
3634,22126592,0,0,0,4+,Games,USD,
3636,75983872,0.99,1,5,9+,Games,USD,
3637,206268416,9.99,439,5,12+,Games,USD,
3638,74928128,2.99,118,4.5,17+,Health & Fitness,USD,
3639,1264988160,4.99,756,4,9+,Games,USD,
3640,244779008,0,0,0,12+,Games,USD,
3641,65159168,0.99,24,1.5,4+,Photo & Video,USD,
3642,268636160,4.99,380,3.5,9+,Games,USD,
3643,93063168,0,78412,4.5,4+,Games,USD,
3644,99317760,0,7527,5,12+,Games,USD,
3645,1006264320,0,899,4.5,9+,Games,USD,
3646,105136128,0.99,100,3.5,4+,Games,USD,
3647,267590656,0,2922,4.5,12+,Games,USD,
3648,16384000,0,464,4.5,4+,Business,USD,
3649,427715584,14.99,2523,4.5,17+,Games,USD,
3650,67235840,0,1902,4,4+,Games,USD,
3651,1406915584,0.99,244,4,4+,Games,USD,
3652,30552064,0.99,60,4,4+,Games,USD,
3653,29690880,1.99,21347,4.5,9+,Games,USD,
3654,29438976,0,0,0,4+,Finance,USD,
3655,28008448,0,0,0,17+,Finance,USD,
3656,87796736,0.99,1,5,12+,Games,USD,
3657,242970624,0.99,115,4.5,17+,Games,USD,
3658,95036416,2.99,545,4.5,9+,Games,USD,
3659,172551168,2.99,823,4.5,4+,Games,USD,
3660,116097024,0.99,381,4.5,12+,Games,USD,
3662,117507072,0,602,3.5,9+,Games,USD,
3663,50565120,1.99,115,4,4+,Photo & Video,USD,
3664,252099584,0.99,14,4.5,12+,Games,USD,
3665,229527552,0.99,3093,4.5,9+,Games,USD,
3666,153622528,0,277,5,4+,Games,USD,
3667,74248192,0,10,3.5,4+,Finance,USD,
3668,121336832,0,24,3.5,17+,Sports,USD,
3669,160277504,0,71,3.5,12+,Games,USD,
3670,6500352,0,144,3,4+,Games,USD,
3671,15116288,1.99,11,3.5,4+,Photo & Video,USD,
3672,9256960,0,4736,5,4+,Productivity,USD,
3673,37957632,2.99,92,4.5,12+,Games,USD,
3674,273789952,0,26,3,9+,Games,USD,
3675,703052800,0,6325,4,12+,Games,USD,
3676,183284736,0,505,4.5,4+,Games,USD,
3678,195417088,0,0,0,12+,Games,USD,
3679,59156480,0.99,7,4.5,4+,Education,USD,
3680,173502464,0.99,27,4,12+,Games,USD,
3681,92815360,0.99,25,5,4+,Games,USD,
3682,640595968,0,952,4,12+,Games,USD,
3683,42478592,0,142,4,12+,Health & Fitness,USD,
3686,76464128,0,1619,4.5,4+,Games,USD,
3687,63004672,0,2912,5,4+,Games,USD,
3688,26890240,0,9152,4.5,4+,Social Networking,USD,
3689,109096960,0,1142,4.5,4+,Games,USD,
3690,47908864,0.99,165,3,4+,Games,USD,
3691,250955776,2.99,75,4.5,4+,Education,USD,
3692,220948480,0,604,4.5,17+,Games,USD,
3693,16275456,0,11977,4.5,4+,Photo & Video,USD,
3694,179004416,0,20064,4.5,12+,Games,USD,
3695,109915136,0,38424,4.5,12+,Shopping,USD,
3696,51410944,0,0,0,4+,Weather,USD,
3697,59845632,0,2901,5,4+,Health & Fitness,USD,
3698,146187264,0,6,4.5,12+,Games,USD,
3699,72523776,0,0,0,17+,Lifestyle,USD,
3700,69876736,0,1047,4,12+,Music,USD,
3701,89478144,0,30,2.5,12+,Games,USD,
3702,46248960,0.99,2,3,4+,Games,USD,
3703,178185216,0,3594,4,4+,Games,USD,
3704,247331840,0,1204,5,9+,Games,USD,
3705,157003776,0.99,206,4.5,9+,Games,USD,
3706,51246080,1.99,0,0,4+,Education,USD,
3707,77725696,0,1395,4.5,4+,Education,USD,
3708,127627264,0,546,4,4+,Entertainment,USD,
3709,57919488,0,2246,4.5,4+,Photo & Video,USD,
3710,62258176,0,0,0,4+,Games,USD,
3711,65105920,0,0,0,12+,Games,USD,
3713,332123136,2.99,3571,4.5,4+,Education,USD,
3714,33019904,0,0,0,17+,Finance,USD,
3715,242545664,0,41,4,4+,Games,USD,
3716,121913344,0.99,721,4,9+,Games,USD,
3717,174611456,0,19,3,17+,Social Networking,USD,
3718,598734848,0.99,8,4,9+,Games,USD,
3719,128421888,0,14673,4.5,4+,Games,USD,
3720,147472384,0,572,4.5,4+,Games,USD,
3722,241339392,0,0,0,12+,Games,USD,
3723,112883712,0,0,0,4+,Utilities,USD,
3724,135064576,0,3180,4.5,9+,Games,USD,
3725,88558592,0,353,3.5,4+,Travel,USD,
3727,189335552,0,4638,4.5,9+,Games,USD,
3728,70821888,0,0,0,17+,Entertainment,USD,
3729,77255680,3.99,0,0,4+,Games,USD,
3730,1654782976,2.99,1010,4,12+,Games,USD,
3731,87201792,4.99,1085,4,4+,Productivity,USD,
3732,59503616,3.99,1014,4.5,4+,Health & Fitness,USD,
3733,508655616,9.99,454,4,4+,Music,USD,
3734,2515968,1.99,0,0,4+,Productivity,USD,
3735,39709696,0,392,4.5,4+,Business,USD,
3736,247309312,2.99,114,4,4+,Games,USD,
3737,91155456,0,2619,3.5,17+,Utilities,USD,
3738,260640768,0,121,3.5,12+,Entertainment,USD,
3739,332144640,1.99,77,4.5,4+,Games,USD,
3740,10946560,0,7197,4,9+,Games,USD,
3741,659142656,0,3000,4,9+,Games,USD,
3742,274699264,1.99,99,4.5,4+,Photo & Video,USD,
3743,307658752,0,444,4.5,4+,Games,USD,
3744,56421376,3.99,198,4.5,4+,Photo & Video,USD,
3745,587313152,0,3375,4.5,4+,Games,USD,
3746,47065088,0,398,3.5,17+,Social Networking,USD,
3747,1172922368,0,199396,4.5,12+,Games,USD,
3748,44598272,0,37,2,4+,News,USD,
3749,204382208,0,11955,4.5,4+,Photo & Video,USD,
3750,81724416,1.99,1364,4.5,9+,Games,USD,
3751,35410944,0,2535,4,12+,Social Networking,USD,
3752,68191232,0,809,4.5,4+,Entertainment,USD,
3753,163149824,0.99,288,4,4+,Games,USD,
3754,109117440,2.99,14,5,4+,Photo & Video,USD,
3755,29364224,1.99,23,1.5,4+,Utilities,USD,
3756,34203648,0,126,4,17+,Games,USD,
3757,77151232,1.99,180,3.5,4+,Health & Fitness,USD,
3758,247308288,3.99,43,4.5,4+,Education,USD,
3759,92802048,0,3232,4.5,4+,Social Networking,USD,
3760,18767872,0.99,8,4,4+,Photo & Video,USD,
3761,185572352,4.99,2637,4.5,4+,Games,USD,
3762,630600704,0,3092,4,12+,Games,USD,
3763,29378560,3.99,37,4.5,4+,Games,USD,
3764,169729024,0,8557,4.5,4+,Games,USD,
3765,89993216,0,38,4,4+,Games,USD,
3766,47943680,0,2092,5,4+,Photo & Video,USD,
3767,220282880,9.99,271,4.5,12+,Games,USD,
3768,16656384,0,20812,4.5,4+,Games,USD,
3769,955524096,0,12124,4.5,17+,Games,USD,
3770,252966912,0,3491,4.5,9+,Games,USD,
3771,77918208,0.99,12,4.5,4+,Finance,USD,
3772,43722752,0,5,2.5,17+,Lifestyle,USD,
3773,150142976,0,2224,4.5,4+,Games,USD,
3774,51111936,4.99,808,4,4+,Entertainment,USD,
3775,10727424,3.99,42,1,4+,Entertainment,USD,
3776,269402112,0,1689,4.5,4+,Games,USD,
3777,101220352,0,66,5,12+,Entertainment,USD,
3779,170175488,4.99,1575,3.5,4+,Productivity,USD,
3780,11702272,0,9,1,4+,Games,USD,
3781,164357120,0,2523,4.5,12+,Games,USD,
3782,31600640,4.99,134,4.5,17+,Reference,USD,
3784,53579776,0,79074,5,4+,Games,USD,
3785,31567872,0,1210,4.5,4+,Games,USD,
3786,230216704,0,1425,4.5,4+,Games,USD,
3787,118812672,0,0,0,12+,Photo & Video,USD,
3789,130276352,0,180,4,12+,Social Networking,USD,
3790,186588160,0,604,3.5,4+,Education,USD,
3791,63553536,0,330,3.5,4+,Lifestyle,USD,
3792,105742336,2.99,70,4,4+,Education,USD,
3793,179484672,2.99,30,3.5,4+,Education,USD,
3794,1920265216,4.99,262,4,9+,Games,USD,
3795,47884288,0,3774,4.5,4+,Games,USD,
3796,87287808,0,25683,5,12+,Photo & Video,USD,
3797,362530816,0,1449,4.5,4+,Games,USD,
3798,100635648,0,2288,5,4+,Games,USD,
3799,89902080,0.99,71,4.5,17+,Utilities,USD,
3800,74385408,0,790,2,4+,Finance,USD,
3801,8294400,0,0,0,4+,Travel,USD,
3802,126574592,0,201,4,9+,Games,USD,
3803,63954944,0,176514,4.5,9+,Games,USD,
3804,1379309568,4.99,192,3.5,12+,Games,USD,
3805,25903104,0,1214,2.5,17+,Entertainment,USD,
3806,180629504,0,1428,4.5,9+,Games,USD,
3807,227435520,0,191,4.5,12+,Games,USD,
3808,410278912,3.99,21,3.5,4+,Games,USD,
3809,124596224,0,111,4,4+,Games,USD,
3810,226083840,0,1559,4,9+,Games,USD,
3811,40488960,0,1,4,4+,Games,USD,
3812,96720896,0,15,3,12+,News,USD,
3813,3008276480,5.99,100,3.5,12+,Games,USD,
3814,481390592,2.99,9,3.5,4+,Games,USD,
3815,17457152,0,281,3.5,4+,Social Networking,USD,
3816,55851008,0,12779,5,4+,Photo & Video,USD,
3817,171746304,0.99,224,3,17+,Games,USD,
3818,126681088,4.99,517,4.5,9+,Games,USD,
3819,32492544,0,212,4.5,4+,Games,USD,
3820,339391488,0,0,0,17+,Games,USD,
3821,609991680,1.99,70,3,4+,Entertainment,USD,
3822,578273280,0,2088,4.5,9+,Games,USD,
3823,640870400,2.99,124,4.5,9+,Games,USD,
3824,135132160,2.99,94,4.5,4+,Productivity,USD,
3825,55376896,4.99,99,4,17+,Games,USD,
3827,1027908608,0,2005,4.5,4+,Games,USD,
3828,112135168,0,3874,4.5,4+,Games,USD,
3829,95789056,0,35,4.5,12+,Social Networking,USD,
3830,1736704,0.99,0,0,4+,Entertainment,USD,
3831,107540480,0,733,4.5,9+,Games,USD,
3832,88379392,0,377,4.5,12+,Games,USD,
3833,38117376,0,1198,5,17+,Medical,USD,
3834,299395072,3.99,1,4,4+,Games,USD,
3835,799076352,0,238,3.5,12+,Games,USD,
3836,121671680,0,3173,5,4+,Shopping,USD,
3837,256049152,0.99,0,0,12+,Games,USD,
3838,104727552,0,0,0,4+,Health & Fitness,USD,
3839,931567616,0,3537,4.5,4+,Games,USD,
3840,14546944,0,7,1.5,4+,Games,USD,
3841,85999616,0.99,16,4.5,4+,Games,USD,
3842,88055808,19.99,52,4,4+,Music,USD,
3843,24163328,1.99,361,4,4+,Games,USD,
3845,653022208,0,730,4.5,12+,Games,USD,
3848,250717184,2.99,138,4,9+,Games,USD,
3849,422011904,1.99,255,4.5,9+,Games,USD,
3850,58649600,0,960,5,4+,Health & Fitness,USD,
3851,201266176,0,1666,4.5,4+,Games,USD,
3852,289065984,0.99,14,3.5,4+,Games,USD,
3853,153967616,0,16305,4.5,9+,Games,USD,
3854,245165056,2.99,49,3.5,4+,Education,USD,
3855,32029696,0,8,4,4+,Utilities,USD,
3856,458349568,2.99,181,4.5,4+,Games,USD,
3857,57729024,0.99,53,4.5,9+,Games,USD,
3858,359372800,0,392,4,4+,Games,USD,
3859,226968576,2.99,141,4,4+,Education,USD,
3860,491725824,2.99,173,4,4+,Education,USD,
3861,712294400,2.99,200,4.5,12+,Games,USD,
3862,161198080,0,4721,4,12+,Games,USD,
3863,1089228800,0,20621,4,9+,Games,USD,
3864,184078336,0,6051,4.5,4+,Games,USD,
3865,35566592,0,227,5,17+,Entertainment,USD,
3866,62734336,0,1702,4.5,12+,Food & Drink,USD,
3867,222253056,0.99,4,5,9+,Games,USD,
3868,57837568,2.99,76,3.5,4+,Games,USD,
3869,13328384,2.99,1,5,4+,Education,USD,
3870,91478016,0,1354,4.5,4+,Games,USD,
3871,132153344,0,1593,4.5,4+,Games,USD,
3872,48006144,2.99,152,4.5,9+,Games,USD,
3873,47969280,0,878,4.5,9+,Games,USD,
3874,223020032,0,0,0,4+,Games,USD,
3875,145424384,0,23015,4.5,4+,Games,USD,
3876,286941184,1.99,29,3,4+,Education,USD,
3877,78624768,0,23,2.5,4+,Shopping,USD,
3878,28254208,0,0,0,4+,Games,USD,
3879,47817728,0,490,2.5,4+,Lifestyle,USD,
3880,57004032,4.99,379,4,9+,Games,USD,
3881,237295616,0,3250,4,4+,Games,USD,
3882,194486272,2.99,32,4.5,4+,Games,USD,
3883,135406592,3.99,278,4.5,4+,Games,USD,
3884,181778432,0,4815,4.5,12+,Games,USD,
3885,106096640,0,425,4,4+,Games,USD,
3886,99517440,0,25,4,4+,Games,USD,
3887,102620160,0,1105,4.5,4+,Games,USD,
3888,144324608,4.99,23,4.5,4+,Games,USD,
3889,1107044352,0,352,4,12+,Games,USD,
3890,620323840,0,26990,4.5,9+,Games,USD,
3891,138526720,0.99,2737,4.5,9+,Games,USD,
3892,10645504,0,14,4.5,4+,Reference,USD,
3893,11371520,1.99,628,2,4+,Utilities,USD,
3894,48586752,3.99,43,4.5,4+,Book,USD,
3895,53430272,0,5469,4.5,4+,Games,USD,
3896,126610432,0,7072,4.5,12+,Games,USD,
3897,46831616,0,148,4,4+,Games,USD,
3898,232875008,0,105,3,4+,Entertainment,USD,
3900,63421440,0,91,4,4+,Education,USD,
3901,40531968,1.99,1838,5,4+,Games,USD,
3903,347035648,7.99,26,5,4+,Education,USD,
3904,153125888,0,1235,4.5,12+,Games,USD,
3905,68730880,4.99,497,4.5,9+,Games,USD,
3906,338048000,0,54,4.5,9+,Games,USD,
3907,43257856,1.99,33,3.5,17+,Sports,USD,
3908,15470592,3.99,448,2,4+,Health & Fitness,USD,
3909,296790016,0,4104,4.5,4+,Games,USD,
3910,17825792,1.99,13,3,4+,Entertainment,USD,
3911,29124608,0,2554,4.5,4+,Games,USD,
3912,36184064,0,3757,4.5,12+,Games,USD,
3913,910734336,8.99,451,4,4+,Games,USD,
3914,74728448,0,5717,4.5,12+,Games,USD,
3915,238636032,0.99,0,0,9+,Games,USD,
3916,73683968,1.99,11,3.5,4+,Games,USD,
3917,74420224,0,8922,4.5,4+,Games,USD,
3918,5113856,0,0,0,4+,Games,USD,
3919,152692736,0,1245,4,9+,Games,USD,
3920,124445696,3.99,898,4.5,9+,Games,USD,
3921,576817152,0,837,4,9+,Games,USD,
3922,52744192,2.99,41,4.5,9+,Games,USD,
3923,243613696,1.99,333,4.5,4+,Games,USD,
3924,484895744,0,1050,4.5,4+,Entertainment,USD,
3925,299850752,0,2508,4.5,4+,Games,USD,
3926,97424384,0,0,0,4+,Games,USD,
3927,276512768,0,1984,3.5,9+,Games,USD,
3928,64735232,0,1019,4.5,4+,Finance,USD,
3929,159918080,2.99,153,4,12+,Games,USD,
3930,207542272,0,7075,4.5,4+,Games,USD,
3931,76367872,4.99,110,4,4+,Productivity,USD,
3932,134074368,0,0,0,9+,Games,USD,
3934,701620224,4.99,1334,4,4+,Games,USD,
3935,246233088,3.99,978,4.5,12+,Games,USD,
3936,501043200,0,9289,4.5,17+,Games,USD,
3938,385683456,0,8394,4.5,12+,Games,USD,
3939,135558144,0,1203,4.5,9+,Games,USD,
3940,7944192,0,134,2.5,4+,Photo & Video,USD,
3941,986284032,2.99,28,3.5,4+,Education,USD,
3942,124185600,0,247809,4.5,4+,Entertainment,USD,
3943,221279232,0,11060,4.5,4+,Games,USD,
3944,32125952,0.99,0,0,12+,Social Networking,USD,
3945,46157824,0,0,0,17+,Lifestyle,USD,
3946,108232704,0.99,374,4.5,12+,Games,USD,
3947,47736832,0,429,4,4+,Games,USD,
3948,1563693056,4.99,58,4,12+,Games,USD,
3949,136355840,0,29886,4.5,12+,Games,USD,
3950,359676928,0,66004,4.5,4+,Games,USD,
3951,149613568,0,7749,4.5,4+,Games,USD,
3952,51138560,0,138,3.5,12+,Utilities,USD,
3953,143093760,0.99,256,4,9+,Games,USD,
3954,149815296,0.99,763,4.5,12+,Games,USD,
3955,153828352,0.99,1079,3.5,9+,Games,USD,
3956,173576192,0,23298,4.5,4+,Games,USD,
3957,153812992,0.99,958,4.5,9+,Games,USD,
3958,157528064,0.99,806,4.5,12+,Games,USD,
3959,48274432,0,0,0,4+,Social Networking,USD,
3960,254512128,1.99,26,4.5,17+,Games,USD,
3961,99423232,0,355,3,4+,Music,USD,
3962,291697664,0,63,4,12+,Games,USD,
3963,4703232,1.99,138,2.5,4+,Utilities,USD,
3964,29577216,0,304,4.5,9+,Games,USD,
3965,46465024,3.99,207,5,4+,Book,USD,
3966,40559616,1.99,82,4.5,4+,Book,USD,
3967,107602944,0,1546,4.5,4+,Games,USD,
3968,75766784,0,275,4.5,9+,Education,USD,
3972,172115968,0,1252,4.5,4+,Games,USD,
3973,165923840,0,453,4,4+,Games,USD,
3974,33028096,0,6479,4.5,12+,Games,USD,
3977,24906752,0,367,3,4+,Entertainment,USD,
3978,68513792,0,1506,3.5,4+,Finance,USD,
3979,49049600,1.99,105,4.5,4+,Music,USD,
3980,65553408,1.99,309,4,4+,Games,USD,
3981,133328896,0,7907,4.5,4+,Business,USD,
3982,173878272,0,5753,4,4+,Games,USD,
3983,106136576,0,1324,4.5,12+,Games,USD,
3984,69114880,2.99,114,4.5,4+,Entertainment,USD,
3985,403637248,4.99,3742,4,9+,Games,USD,
3986,156032000,0,0,0,17+,Games,USD,
3987,124522496,0,7,4.5,4+,Games,USD,
3988,39411712,0,10278,4.5,4+,Games,USD,
3989,110904320,0,1465,4.5,12+,Games,USD,
3990,107292672,0,0,0,4+,Finance,USD,
3991,39056384,0,1,5,4+,Photo & Video,USD,
3992,400202752,2.99,648,4.5,4+,Games,USD,
3993,15900672,0,346,4,17+,Entertainment,USD,
3994,222483456,0,263,4,4+,Games,USD,
3995,373096448,4.99,225,4,9+,Games,USD,
3996,456900608,0,854,5,17+,Games,USD,
3997,95766528,0,4260,3.5,4+,Games,USD,
3998,71816192,0,252,5,4+,Photo & Video,USD,
3999,37767168,4.99,1249,4.5,4+,Photo & Video,USD,
4000,109857792,2.99,37,4,4+,Education,USD,
4001,126582784,2.99,5,4.5,4+,Education,USD,
4002,295681024,0,199,4,4+,Games,USD,
4005,60974080,0.99,118,4,9+,Games,USD,
4006,217393152,1.99,19,3.5,12+,Games,USD,
4007,39306240,0,2436,4.5,4+,Photo & Video,USD,
4008,47478784,9.99,15,2.5,4+,Reference,USD,
4009,75351040,0.99,0,0,12+,News,USD,
4010,757837824,1.99,22,2.5,4+,Education,USD,
4011,757911552,1.99,142,3,4+,Education,USD,
4014,8642560,0,2,3.5,4+,Games,USD,
4015,111042560,0.99,20,4,4+,Games,USD,
4016,182903808,2.99,0,0,4+,Games,USD,
4017,332068864,0,1460,4.5,4+,Games,USD,
4018,201636864,0,795,4,4+,Games,USD,
4019,29283328,0,891,4.5,4+,Productivity,USD,
4020,35611648,0,17489,5,4+,Lifestyle,USD,
4021,62609408,3.99,49,4.5,4+,Book,USD,
4022,191375360,2.99,44,3.5,4+,Education,USD,
4023,105433088,1.99,816,4.5,4+,Games,USD,
4024,167431168,0,58738,4.5,12+,Games,USD,
4025,48627712,0,455,4,9+,Games,USD,
4026,110992384,0,1655,4,4+,Finance,USD,
4027,503320576,0,285,4.5,12+,Games,USD,
4028,57844736,0,0,0,4+,Games,USD,
4030,90811392,0,0,0,9+,Games,USD,
4031,303450112,4.99,1752,4,9+,Games,USD,
4032,1491860480,3.99,47,2.5,4+,Book,USD,
4033,114122752,0,7109,3.5,17+,Music,USD,
4034,257001472,0,41036,4.5,4+,Games,USD,
4035,1322848256,0,1296,4,9+,Games,USD,
4036,205487104,0,52,4,4+,Games,USD,
4037,61841408,3.99,58,4,12+,Games,USD,
4038,81757184,0,485,5,9+,Lifestyle,USD,
4039,139665408,0.99,1112,4,9+,Games,USD,
4040,69587968,7.99,1,5,4+,Reference,USD,
4041,14284800,0,655,4.5,4+,Shopping,USD,
4042,12481536,9.99,2213,4,17+,Social Networking,USD,
4043,1488330752,6.99,9,4.5,9+,Games,USD,
4044,1279516672,2.99,4,3,9+,Games,USD,
4045,498358272,0.99,73,4,4+,Entertainment,USD,
4046,249491456,3.99,110,4,4+,Games,USD,
4048,207105024,0,1002,4.5,9+,Games,USD,
4049,243888128,0,2541,4.5,4+,Games,USD,
4050,104204288,1.99,83,4.5,4+,Photo & Video,USD,
4051,76221440,2.99,4006,4.5,4+,Photo & Video,USD,
4052,177739776,2.99,11,4,4+,Games,USD,
4053,54482944,3.99,625,5,12+,Health & Fitness,USD,
4054,169833472,2.99,128,4,4+,Utilities,USD,
4055,185430016,0,2925,4.5,4+,Education,USD,
4056,84481024,0,937,3.5,4+,Entertainment,USD,
4057,191037440,0,293,4.5,9+,Games,USD,
4058,74873856,0.99,259,4,9+,Games,USD,
4059,1170735104,6.99,75,3.5,9+,Games,USD,
4061,200108032,0,53162,4.5,9+,Games,USD,
4062,61465600,0,21472,4.5,4+,Games,USD,
4063,42460160,0,101,2.5,4+,Sports,USD,
4064,38659072,0,29,4,17+,Medical,USD,
4065,212710400,0,7681,4.5,9+,Games,USD,
4066,41671680,3.99,423,5,12+,Games,USD,
4067,293599232,4.99,1385,4.5,12+,Games,USD,
4069,192418816,0,0,0,4+,Weather,USD,
4070,277534720,3.99,36,3.5,12+,Games,USD,
4071,192278528,1.99,391,4.5,9+,Games,USD,
4072,76766208,1.99,0,0,4+,Games,USD,
4073,90105856,0,15797,4.5,4+,Entertainment,USD,
4074,69795840,0,94,4.5,9+,Games,USD,
4075,34252800,0,190,4.5,4+,Games,USD,
4076,977829888,5.99,884,4.5,9+,Games,USD,
4077,58049536,0,21,5,12+,Photo & Video,USD,
4078,95607808,1.99,16,4.5,4+,Games,USD,
4079,48860160,1.99,43,4.5,4+,Games,USD,
4080,19676160,0.99,129,3,4+,Games,USD,
4082,69058560,1.99,79,4.5,9+,Games,USD,
4083,191583232,0,16,4,4+,Games,USD,
4084,1938644992,15.99,1421,4,12+,Games,USD,
4085,140593152,1.99,75,4,4+,Games,USD,
4086,138744832,1.99,56,5,9+,Games,USD,
4087,16390144,0,1482,2,12+,Travel,USD,
4088,915254272,0.99,12,5,9+,Games,USD,
4089,49728512,0,2,5,4+,Games,USD,
4090,100000768,0,141,4,4+,Games,USD,
4091,230893568,0,833,4.5,9+,Games,USD,
4092,110900224,2.99,124,4,4+,Games,USD,
4093,30931968,0.99,15,4.5,12+,Social Networking,USD,
4094,2116109312,6.99,52,3,9+,Games,USD,
4095,1921634304,6.99,66,4,9+,Games,USD,
4096,31588352,9.99,2,1,4+,Sports,USD,
4097,40820736,0,62,3,4+,Games,USD,
4098,174329856,0,99,4.5,12+,Games,USD,
4099,101574656,7.99,69,4,4+,Productivity,USD,
4100,119274496,0,1115,4,4+,Photo & Video,USD,
4101,262926336,0.99,301,5,9+,Games,USD,
4102,255653888,0,1768,4.5,17+,Games,USD,
4103,34300928,6.99,0,0,4+,Education,USD,
4104,257843200,0,360,4,4+,Games,USD,
4105,124692480,0,4142,4.5,9+,Games,USD,
4107,155375616,0,261,4.5,4+,Games,USD,
4108,98246656,0,0,0,9+,Games,USD,
4109,70312960,1.99,0,0,4+,Food & Drink,USD,
4110,905351168,6.99,19,4,9+,Games,USD,
4111,1563414528,6.99,6,3,9+,Games,USD,
4112,1556369408,2.99,2,2.5,9+,Games,USD,
4113,34612224,2.99,27,4,4+,Education,USD,
4114,50814976,2.99,5478,4.5,12+,Games,USD,
4115,14188544,0,1179,4.5,9+,Games,USD,
4118,298553344,2.99,46,4,4+,Education,USD,
4119,265895936,2.99,7,3,4+,Education,USD,
4120,230628352,2.99,55,3.5,4+,Education,USD,
4121,493512704,0,176,5,12+,Games,USD,
4122,142795776,0.99,24,3.5,12+,Games,USD,
4123,233364480,3.99,85,4.5,4+,Games,USD,
4124,97181696,0,36,4.5,12+,Games,USD,
4126,34686976,1.99,0,0,4+,Education,USD,
4127,249143296,0,4179,4.5,9+,Games,USD,
4128,25467904,0,0,0,17+,News,USD,
4129,233611264,3.99,245,4.5,4+,Games,USD,
4130,90249216,2.99,0,0,17+,Photo & Video,USD,
4131,245289984,0,2491,5,4+,Games,USD,
4132,128109568,1.99,151,4.5,4+,Games,USD,
4133,255006720,3.99,71,4.5,4+,Games,USD,
4134,125702144,0,285,4,4+,Games,USD,
4135,149087232,0,526,4,9+,Games,USD,
4136,555863040,3.99,0,0,4+,Education,USD,
4137,94545920,0,47829,4.5,9+,Book,USD,
4138,64180224,0,0,0,4+,Games,USD,
4139,323284992,4.99,480,4,12+,Games,USD,
4140,206535680,0,723,4.5,4+,Games,USD,
4141,240695296,0,694,3,12+,Games,USD,
4142,239798272,1.99,67,4,12+,Games,USD,
4143,32174080,0.99,58,2.5,4+,Photo & Video,USD,
4144,59480064,0,3105,2,12+,Entertainment,USD,
4145,39518208,0,37,4,4+,Entertainment,USD,
4146,51452928,0,3111,2.5,12+,Entertainment,USD,
4147,179424256,0.99,184,4.5,4+,Games,USD,
4148,153040896,0,19,4,4+,Health & Fitness,USD,
4150,78232576,0,3682,5,4+,Health & Fitness,USD,
4151,113420288,0,14,3,12+,Finance,USD,
4152,27117568,0,13674,5,4+,Productivity,USD,
4153,114930688,0,55,4.5,4+,Games,USD,
4154,218082304,2.99,186,4,4+,Education,USD,
4161,112641024,0,2572,4.5,4+,Games,USD,
4162,211572736,2.99,67,4.5,9+,Games,USD,
4163,138332160,0,1193,4.5,4+,Games,USD,
4164,129245184,0,3046,4.5,12+,Games,USD,
4165,78394368,0,813,2.5,4+,Lifestyle,USD,
4167,68480000,0,31180,4.5,4+,Entertainment,USD,
4168,327118848,2.99,92,3.5,4+,Education,USD,
4169,81668096,0,55077,4.5,4+,Games,USD,
4170,378085376,3.99,0,0,4+,Education,USD,
4171,164859904,0,1478,4.5,4+,Games,USD,
4172,134537216,1.99,70,4,9+,Games,USD,
4173,18505728,1.99,753,4.5,12+,Utilities,USD,
4174,91105280,0,13637,4.5,12+,Games,USD,
4175,14913536,0.99,20,3,4+,Productivity,USD,
4176,232399872,0,633,4.5,4+,Entertainment,USD,
4177,923066368,6.99,248,4.5,9+,Games,USD,
4178,1331712000,6.99,78,3.5,9+,Games,USD,
4179,1331671040,2.99,10,2.5,9+,Games,USD,
4180,636086272,3.99,113,4,9+,Games,USD,
4181,457690112,4.99,10828,5,12+,Games,USD,
4182,23192576,0.99,0,0,4+,Photo & Video,USD,
4183,17666048,0,0,0,4+,Games,USD,
4185,160432128,0.99,914,4.5,9+,Games,USD,
4186,1504883712,0,1863,4,4+,Games,USD,
4187,160301056,0,447,4.5,4+,Games,USD,
4188,341238784,0,981,4.5,9+,Entertainment,USD,
4189,102730752,0,1602,4,4+,Games,USD,
4190,629813248,4.99,78,4.5,12+,Games,USD,
4191,1925599232,2.99,460,3.5,12+,Games,USD,
4192,80509952,1.99,157,4,4+,Games,USD,
4193,22670336,2.99,770,3,4+,Games,USD,
4194,180713472,0,4387,4.5,17+,Games,USD,
4195,143358976,3.99,48,3,4+,Entertainment,USD,
4196,86573056,0,366,4,17+,Social Networking,USD,
4197,7891968,0,4253,4,4+,Social Networking,USD,
4198,672662528,3.99,78,4,4+,Entertainment,USD,
4199,26484736,0.99,5778,4.5,4+,Games,USD,
4200,71029760,0,1468,4.5,4+,Games,USD,
4201,124174336,3.99,0,0,17+,Games,USD,
