Serial_number,App_Size,App_Price,Installs,User_Rating,Content_Rating,Category,currency,Type
1236,77778944,0,106235,4.5,4+,Music,USD,
1237,84877312,0,286,4,9+,Shopping,USD,
1238,721056768,2.99,5606,3.5,9+,Games,USD,
1239,599319461,0.99,9,4.5,4+,Games,USD,
1240,54148397,0,12002,4.5,4+,Games,USD,
1241,86945792,1.99,7,4.5,4+,Education,USD,
1242,1428322304,2.99,2183,4.5,17+,Games,USD,
1243,191521792,0,208,5,4+,Lifestyle,USD,
1244,87960576,0,9519,3.5,4+,Food & Drink,USD,
1245,84792320,0,79905,4.5,12+,Photo & Video,USD,
1246,156038144,0,706110,4.5,9+,Games,USD,
1247,10027923,0,83,3,4+,Entertainment,USD,
1248,107940864,0,248,3.5,4+,Utilities,USD,
1249,74442752,0,1007,5,12+,Games,USD,
1250,207154176,9.99,9889,4.5,4+,Productivity,USD,
1251,42811392,2.99,1589,4.5,4+,Games,USD,
1252,120474624,0,4909,4.5,4+,Photo & Video,USD,
1253,2441125888,9.99,1454,4,12+,Games,USD,
1254,63531008,0,57,2.5,4+,Finance,USD,
1255,104166400,1.99,279,4.5,4+,Games,USD,
1256,36770816,0,3287,4,17+,Entertainment,USD,
1257,21049015,0.99,2144,4.5,4+,Games,USD,
1258,37417984,0.99,1348,4.5,4+,Education,USD,
1259,78962688,0.99,3189,4.5,4+,Games,USD,
1260,77113344,0,3978,4.5,4+,Photo & Video,USD,
1262,96497664,0.99,22281,4.5,4+,Games,USD,
1264,151254016,0,70926,4.5,4+,Games,USD,
1265,401727488,4.99,1339,4,4+,Games,USD,
1266,20826112,3.99,10014,4,4+,Weather,USD,
1267,27192320,9.99,128,4,4+,Productivity,USD,
1268,3409920,2.99,346,4,4+,Photo & Video,USD,
1269,61895680,0,22,3,4+,Lifestyle,USD,
1270,61468672,2.99,1478,4.5,12+,Games,USD,
1271,157290496,4.99,2125,4.5,4+,Games,USD,
1272,224559104,2.99,734,4,9+,Games,USD,
1273,72188928,0,8520,4.5,4+,Photo & Video,USD,
1274,55636992,0,1952,4.5,4+,Photo & Video,USD,
1275,112790528,0,26060,5,4+,Photo & Video,USD,
1276,153457664,0,42,4.5,4+,Shopping,USD,
1277,85724160,0,2478,4.5,12+,Shopping,USD,
1278,211127296,0,426,4.5,17+,Shopping,USD,
1279,68831232,0,373,4.5,12+,News,USD,
1280,49426432,2.99,2798,4,4+,Productivity,USD,
1282,42329088,0,691,3.5,17+,Utilities,USD,
1283,215178240,2.99,571,4.5,12+,Medical,USD,
1284,1222732800,0,47382,4,4+,Games,USD,
1285,58088448,0.99,416,4,12+,Games,USD,
1286,95494144,0,101679,5,4+,Finance,USD,
1287,98640896,0,9,1.5,17+,Finance,USD,
1288,171482112,0,41108,4.5,4+,Games,USD,
1289,111136768,1.99,1127,4,12+,Games,USD,
1290,133086208,0,18544,4.5,4+,Shopping,USD,
1291,37157888,8.99,248,4,17+,Food & Drink,USD,
1292,146078720,1.99,84,4.5,9+,Games,USD,
1293,81991680,2.99,1397,4,4+,Education,USD,
1294,323621888,2.99,3107,4.5,4+,Education,USD,
1295,240521216,0,130519,4.5,4+,Games,USD,
1296,74172416,0,8454,4.5,4+,Photo & Video,USD,
1297,153064448,0,1114,4.5,4+,Productivity,USD,
1298,68812800,0,777,4.5,12+,Games,USD,
1300,76591104,0,69610,4.5,12+,Games,USD,
1301,56189952,6.99,14469,4,4+,Productivity,USD,
1302,67291136,3.99,0,0,4+,Education,USD,
1303,63563776,0,308,4,4+,Productivity,USD,
1304,117131264,0,9796,4.5,4+,Education,USD,
1305,120731648,0,456,4.5,17+,Health & Fitness,USD,
1306,36002816,1.99,4243,4,4+,Utilities,USD,
1309,75843584,0,1057,4,4+,Education,USD,
1310,71257088,0,18202,4,12+,Music,USD,
1311,829148559,6.99,17895,4.5,12+,Games,USD,
1312,130115584,1.99,27593,4,4+,Games,USD,
1313,61694976,4.99,875,3,4+,Utilities,USD,
1314,1043664896,6.99,708,4,12+,Games,USD,
1315,26597376,9.99,183,5,4+,Photo & Video,USD,
1316,17691648,0,26,4,4+,Games,USD,
1317,111604736,0,12251,4,4+,Games,USD,
1318,47083520,2.99,712,3.5,4+,Education,USD,
1319,84864000,0,26286,4.5,12+,Music,USD,
1320,58839040,0,2249,4.5,4+,Shopping,USD,
1321,6529024,0.99,21,4,9+,Utilities,USD,
1322,95603712,0.99,143285,4.5,12+,Games,USD,
1323,41779200,0.99,295,4.5,4+,Games,USD,
1324,53489664,0.99,1151,4,4+,Entertainment,USD,
1325,55357440,2.99,2286,4,4+,Entertainment,USD,
1326,303058944,0.99,4337,4,4+,Entertainment,USD,
1327,20669440,0,373857,4.5,4+,Games,USD,
1328,73878528,0,2099,4,4+,Photo & Video,USD,
1329,8352768,0,22,3.5,17+,Weather,USD,
1330,26501120,2.99,2516,4.5,12+,Weather,USD,
1331,80380928,7.99,319,4,4+,Business,USD,
1332,38629376,1.99,1164,5,4+,Games,USD,
1333,143166464,0,16819,5,4+,Health & Fitness,USD,
1334,89068544,2.99,14214,5,9+,Games,USD,
1335,36269056,0,39501,4.5,12+,Photo & Video,USD,
1336,29992960,0,203,4,4+,Weather,USD,
1337,150128640,9.99,210,3,4+,Productivity,USD,
1339,126416896,2.99,24314,4.5,4+,Games,USD,
1340,29258752,1.99,12770,4.5,9+,Games,USD,
1342,68317184,1.99,8568,4.5,4+,Games,USD,
1343,66832384,0.99,8404,4.5,4+,Games,USD,
1344,157950976,0,46922,4.5,4+,Travel,USD,
1345,56814592,0,1341,4.5,12+,Medical,USD,
1346,116476928,0,2130805,4.5,9+,Games,USD,
1347,94023680,1.99,298,5,4+,Entertainment,USD,
1348,115895296,0,31311,4.5,4+,Games,USD,
1349,28716032,1.99,397,2.5,17+,Health & Fitness,USD,
1350,132038656,0,21082,3.5,4+,Entertainment,USD,
1351,113905664,0,8077,3,4+,Entertainment,USD,
1352,109049856,0,5703,3.5,4+,Entertainment,USD,
1353,151613440,2.99,2798,3.5,9+,Games,USD,
1354,93207552,0,39436,2.5,4+,Entertainment,USD,
1355,133628928,0.99,0,0,4+,Finance,USD,
1356,187506688,4.99,1000,4.5,4+,Games,USD,
1357,48428032,0,141960,4.5,12+,Shopping,USD,
1358,54198272,2.99,59,3.5,4+,Education,USD,
1359,88022016,1.99,12319,4.5,4+,Photo & Video,USD,
1360,94266368,0,93781,4.5,4+,Photo & Video,USD,
1361,144196155,0,69624,4.5,12+,Games,USD,
1362,79683584,0,20065,4.5,4+,Entertainment,USD,
1363,123238400,0,78,4,17+,Social Networking,USD,
1364,10240000,1.99,350,3.5,4+,Sports,USD,
1365,411227136,1.99,360,4.5,4+,Games,USD,
1366,53772288,0.99,9119,5,9+,Games,USD,
1367,245444608,2.99,3389,4.5,12+,Games,USD,
1368,65789952,0,12508,4,4+,Lifestyle,USD,
1369,301228032,0,78918,4.5,17+,Games,USD,
1370,107032576,0,65201,4.5,4+,Games,USD,
1371,714801152,3.99,1,5,4+,Games,USD,
1372,260106240,0,26259,4.5,4+,Games,USD,
1373,281676680,4.99,39,4,4+,Games,USD,
1374,21434368,0,3711,4.5,4+,Photo & Video,USD,
1375,53814272,6.99,112,3.5,12+,Health & Fitness,USD,
1376,210245632,0.99,9453,4.5,4+,Games,USD,
1377,53230592,0,1571,3.5,12+,Photo & Video,USD,
1378,59056128,1.99,1775,3.5,4+,Games,USD,
1379,189151232,0,122081,4.5,4+,Games,USD,
1380,417707008,2.99,372,4,4+,Education,USD,
1381,54250496,0,41,4.5,17+,Lifestyle,USD,
1382,45790208,0,809,2.5,12+,Sports,USD,
1383,123987968,1.99,239,4,4+,Photo & Video,USD,
1384,36912128,0.99,138,3.5,4+,Sports,USD,
1385,49332224,0,403,2.5,4+,Entertainment,USD,
1386,222380032,2.99,21325,4.5,9+,Games,USD,
1387,41123840,0,9975,4.5,12+,Music,USD,
1388,320535552,0,83784,4.5,12+,Games,USD,
1389,171828224,0,32492,4.5,12+,Games,USD,
1390,50043904,0,7496,4.5,4+,Health & Fitness,USD,
1391,26168320,1.99,0,0,4+,Health & Fitness,USD,
1392,52120576,0.99,14,5,17+,Book,USD,
1393,109300736,0,16221,4.5,4+,Photo & Video,USD,
1394,95385600,0,55750,3.5,17+,Utilities,USD,
1395,580818944,2.99,1678,4.5,9+,Games,USD,
1396,104803328,2.99,7573,4.5,4+,Health & Fitness,USD,
1397,384385024,2.99,2228,4,4+,Games,USD,
1398,60891136,0.99,121,4,4+,Education,USD,
1399,22585344,2.99,2079,4.5,4+,Photo & Video,USD,
1400,131464192,0,68911,4,9+,Games,USD,
1401,177562624,4.99,443,4.5,9+,Games,USD,
1402,72673280,0,684,4,4+,Education,USD,
1403,85463040,4.99,2089,4,4+,Games,USD,
1404,1281059840,4.99,14247,4.5,12+,Games,USD,
1405,78690304,2.99,25517,4.5,9+,Games,USD,
1406,6398976,2.99,77,4.5,4+,Education,USD,
1407,108107776,0,113959,4.5,12+,Games,USD,
1408,83532800,0,287,4.5,17+,Entertainment,USD,
1409,109510656,0,1566,3.5,4+,Education,USD,
1411,79953920,0,90414,5,12+,Social Networking,USD,
1412,5086208,0.99,126,3,4+,Sports,USD,
1413,50371584,0.99,20,4.5,4+,Lifestyle,USD,
1414,7477248,2.99,60,3.5,4+,Weather,USD,
1415,20605952,3.99,1158,4.5,4+,Business,USD,
1416,47127849,0.99,1087,4.5,9+,Games,USD,
1417,2023336960,4.99,7315,4,4+,Games,USD,
1418,28681216,2.99,12181,4.5,4+,Games,USD,
1419,106917888,0,21432,4.5,9+,Games,USD,
1420,32719872,2.99,222,3.5,4+,News,USD,
1421,1433910272,0,168674,4,4+,Games,USD,
1422,34965504,1.99,1565,4.5,4+,Games,USD,
1423,129395712,0,47172,2.5,4+,Sports,USD,
1425,12316672,0.99,321,4.5,17+,Productivity,USD,
1426,87569408,4.99,1155,4,4+,Travel,USD,
1427,19643392,0,7131,4,12+,Games,USD,
1428,35957760,2.99,1810,4.5,4+,Photo & Video,USD,
1429,86776832,0,416736,4.5,4+,Games,USD,
1430,112073728,0,40531,4.5,4+,Photo & Video,USD,
1431,34676736,0.99,249,3,17+,Productivity,USD,
1433,124673024,0,278166,2.5,17+,Photo & Video,USD,
1434,698800,0.99,68,2,4+,Entertainment,USD,
1435,52582400,0,22729,5,4+,Shopping,USD,
1436,44860416,2.99,313,4.5,4+,Music,USD,
1437,56131584,1.99,95,4,4+,Music,USD,
1438,26227712,0,594,2.5,4+,Education,USD,
1439,2664228864,17.99,2760,4.5,9+,Games,USD,
1440,260040704,0,19018,4.5,4+,Games,USD,
1441,69435392,0,43667,4,12+,Entertainment,USD,
1442,45243392,0.99,1335,4.5,4+,Photo & Video,USD,
1443,54710272,0,1158,4,4+,Weather,USD,
1444,1131319296,2.99,117,4,4+,Book,USD,
1445,94449664,0,37,4,4+,Weather,USD,
1449,177914880,5.99,1815,4,4+,Games,USD,
1450,95381504,0,16683,4.5,4+,Education,USD,
1451,151453696,1.99,1135,4.5,4+,Games,USD,
1452,147821568,3.99,242,3,4+,Education,USD,
1453,46732288,0,9095,4.5,4+,Photo & Video,USD,
1454,236914688,0,56852,4.5,12+,Games,USD,
1455,53692416,2.99,1504,4.5,4+,Games,USD,
1456,165738053,1.99,42,4,4+,Games,USD,
1457,132160512,0,22458,4.5,4+,Games,USD,
1458,95711232,0,28606,4.5,4+,Music,USD,
1459,114601984,0,2434,4.5,12+,Productivity,USD,
1460,274991104,0,18971,4,12+,Games,USD,
1461,25939813,0.99,3069,4.5,9+,Games,USD,
1462,126720000,0,143040,3.5,17+,Lifestyle,USD,
1463,61317120,0,2731,4.5,4+,Shopping,USD,
1464,111135744,0,0,0,12+,Utilities,USD,
1465,22982656,0.99,45574,4.5,12+,Games,USD,
1466,69922816,4.99,382,3.5,4+,Education,USD,
1467,90030080,1.99,321,3,9+,Utilities,USD,
1468,33219584,2.99,10748,4.5,4+,Games,USD,
1470,66697216,1.99,11065,4,4+,Games,USD,
1471,131750912,0,5,2.5,17+,Finance,USD,
1472,96665600,4.99,0,0,4+,Education,USD,
1473,186856448,4.99,274,4.5,4+,Games,USD,
1474,110111744,0,8971,3.5,17+,Entertainment,USD,
1475,71500800,0,1221,3,4+,Sports,USD,
1476,62664704,4.99,641,3.5,4+,Photo & Video,USD,
1477,90521600,3.99,11536,5,4+,Games,USD,
1478,125091840,1.99,370,4,4+,Games,USD,
1479,583263232,299.99,41,4,4+,Education,USD,
1480,41161832,0.99,835,4.5,4+,Games,USD,
1482,88150016,0,7553,4,12+,Entertainment,USD,
1483,107464704,0,474,4,4+,Education,USD,
1484,338273280,0.99,143908,5,9+,Games,USD,
1485,59160576,0,112778,4.5,4+,Social Networking,USD,
1486,77485056,2.99,1275,3.5,4+,Finance,USD,
1487,141408256,5.99,632,4,4+,Book,USD,
1488,80195584,0,35440,4.5,4+,Education,USD,
1489,70040576,0,16385,4,4+,Sports,USD,
1490,58736640,2.99,930,3.5,4+,Education,USD,
1491,107509760,0,771,4.5,4+,Navigation,USD,
1492,123231232,0,523,3,4+,Photo & Video,USD,
1493,222846976,0,961794,4.5,4+,Games,USD,
1494,47773530,0,224,4,4+,Entertainment,USD,
1495,277301248,0,8573,4,9+,Games,USD,
1496,5071872,1.99,36,1,4+,Photo & Video,USD,
1498,97378304,5.99,301,2.5,4+,Education,USD,
1499,189565952,1.99,143,3,4+,Games,USD,
1500,108676096,0,1103,4,4+,Travel,USD,
1501,7053312,2.99,116,4,4+,Games,USD,
1502,137798656,0.99,1291,4.5,9+,Games,USD,
1503,50118656,0,869,4,4+,Productivity,USD,
1504,76846080,0,32763,3.5,4+,Entertainment,USD,
1505,56385536,0.99,6977,4.5,12+,Games,USD,
1506,49803264,2.99,2028,4.5,12+,Games,USD,
1507,22364160,1.99,441,4.5,4+,Games,USD,
1508,77971456,0.99,185,1.5,4+,Games,USD,
1509,25164800,0,64925,4,4+,Sports,USD,
1510,35382272,0,0,0,4+,Utilities,USD,
1511,57138176,0,25,4,4+,Travel,USD,
1512,72376320,1.99,413,4.5,9+,Games,USD,
1513,213773594,3.99,1951,4.5,12+,Games,USD,
1514,190382080,0,23655,4,4+,Games,USD,
1515,9965568,0,177,3,4+,Shopping,USD,
1516,874184704,0,164483,4.5,4+,Games,USD,
1517,92250112,5.99,806,4,12+,Games,USD,
1518,57734144,2.99,4059,4.5,4+,Education,USD,
1519,57836544,4.99,5611,5,4+,Business,USD,
1520,113565696,2.99,895,4.5,9+,Games,USD,
1521,42757772,1.99,65,4.5,4+,Games,USD,
1522,103659520,7.99,493,4,4+,Productivity,USD,
1523,167054336,0,1619,4,4+,Education,USD,
1524,177338368,0,34138,4.5,4+,Games,USD,
1525,212249600,0,22674,4.5,4+,Games,USD,
1526,82904064,0,212,4,12+,Shopping,USD,
1527,75883520,0,4231,4.5,17+,Entertainment,USD,
1528,12513280,3.99,2840,4.5,4+,Utilities,USD,
1529,139865088,0,1034,4.5,9+,Shopping,USD,
1530,166305792,0,3979,4.5,4+,Games,USD,
1531,85362688,0.99,1133,4.5,4+,Games,USD,
1532,14442496,4.99,2154,4.5,17+,Business,USD,
1533,2169602048,6.99,12916,4,17+,Games,USD,
1534,14225408,0,85535,4.5,4+,Social Networking,USD,
1535,37883904,1.99,1880,3.5,4+,Utilities,USD,
1536,192774144,0,44313,4.5,12+,Shopping,USD,
1537,90752000,0.99,0,0,4+,Games,USD,
1538,63309824,0,13,5,12+,Sports,USD,
1539,224983040,0,9411,4.5,17+,Games,USD,
1540,130532352,0,3101,4.5,4+,Productivity,USD,
1541,797827072,0.99,2701,4,12+,Games,USD,
1542,94800896,0,6542,3,12+,Photo & Video,USD,
1543,255400960,0,123032,4.5,4+,Games,USD,
1544,349272064,6.99,1107,4,12+,Games,USD,
1545,65560576,0,19977,4,4+,Productivity,USD,
1546,84125696,0,10,3,4+,Entertainment,USD,
1547,123612160,0,277268,4.5,4+,Games,USD,
1548,36229120,0,26,3.5,4+,Navigation,USD,
1550,321376256,2.99,1474,4.5,12+,Games,USD,
1551,137792512,0.99,4432,4.5,9+,Games,USD,
1552,228352000,0,2896,4,12+,Sports,USD,
1553,47728640,9.99,0,0,4+,Education,USD,
1554,26939392,4.99,8,4.5,4+,Music,USD,
1555,46211072,3.99,4006,4,4+,Games,USD,
1556,113020928,2.99,42078,4.5,9+,Games,USD,
1557,80129024,0,8,5,4+,Shopping,USD,
1558,45089792,4.99,1782,4.5,4+,Travel,USD,
1559,137375744,6.99,850,4.5,4+,Games,USD,
1560,108322816,0,108183,4.5,9+,Games,USD,
1561,68952064,0,47,4,4+,Finance,USD,
1562,68952064,0.99,23,3.5,4+,Finance,USD,
1563,28961792,0,177,2,4+,Travel,USD,
1564,22560768,0,188,5,4+,Travel,USD,
1565,17436862,0.99,11687,4.5,9+,Games,USD,
1566,188902400,0,46363,4.5,4+,Education,USD,
1567,84973568,0,581,3.5,12+,News,USD,
1568,167631872,0,1033,4,17+,Utilities,USD,
1569,6373376,0.99,0,0,4+,Lifestyle,USD,
1570,296433664,1.99,191,4,4+,Education,USD,
1571,217499648,2.99,28341,4.5,9+,Games,USD,
1572,17986560,0,28633,4,12+,Social Networking,USD,
1573,822431744,2.99,504,3.5,4+,Games,USD,
1574,93663232,2.99,3090,4.5,9+,Games,USD,
1575,5424128,0,0,0,4+,News,USD,
1576,37122048,3.99,132,3.5,4+,Utilities,USD,
1577,38597632,6.99,35,4.5,4+,Travel,USD,
1578,91877376,2.99,333,4.5,4+,Health & Fitness,USD,
1579,98619392,0,29,3.5,12+,Entertainment,USD,
1580,20587520,4.99,7309,5,4+,Reference,USD,
1581,102176768,0.99,278,4.5,9+,Entertainment,USD,
1582,41298944,4.99,33,4.5,4+,Games,USD,
1583,826970112,4.99,1207,3.5,4+,Education,USD,
1584,829255680,2.99,130,4,4+,Education,USD,
1585,971752448,2.99,743,3.5,4+,Entertainment,USD,
1586,23851008,0,43,2.5,4+,Utilities,USD,
1587,104692736,2.99,8661,4.5,4+,Games,USD,
1588,162386944,4.99,28439,5,4+,Health & Fitness,USD,
1589,25718784,0.99,139,4.5,4+,Games,USD,
1590,73063424,0,1110,2,4+,Sports,USD,
1591,1209344,0.99,0,0,4+,Utilities,USD,
1592,99244032,0.99,245,4.5,4+,Entertainment,USD,
1593,47512576,1.99,3379,4.5,4+,Entertainment,USD,
1594,67424256,0,49510,3.5,4+,Social Networking,USD,
1595,35096576,0.99,10703,4.5,4+,Games,USD,
1596,99796992,2.99,23349,4.5,4+,Education,USD,
1597,89782272,0,162701,4.5,4+,Education,USD,
1598,54000640,0,3909,5,4+,Photo & Video,USD,
1600,45799424,1.99,3434,5,4+,Health & Fitness,USD,
1601,45754368,1.99,1186,5,4+,Health & Fitness,USD,
1602,1139261440,4.99,7717,4,9+,Games,USD,
1603,46076928,0,15185,4.5,12+,Social Networking,USD,
1604,94110720,0,181384,4,4+,Games,USD,
1605,89204736,0,29,3.5,17+,Sports,USD,
1606,36946944,0,336,3,4+,Education,USD,
1607,56974336,0,39391,4.5,4+,Entertainment,USD,
1608,37110784,4.99,819,4,9+,Games,USD,
1609,96468992,2.99,965,4.5,12+,Health & Fitness,USD,
1610,2088777728,0,46705,4.5,17+,Games,USD,
1611,228978688,2.99,5214,4.5,12+,Games,USD,
1612,129219584,0,9879,4.5,4+,Sports,USD,
1613,158025728,0,295211,4.5,9+,Games,USD,
1614,38211584,3.99,209,4.5,9+,Games,USD,
1615,205271040,0,117338,4.5,12+,Games,USD,
1616,76231680,0.99,14057,4.5,4+,Photo & Video,USD,
1618,936792064,2.99,4965,4.5,12+,Games,USD,
1620,171192320,1.99,3748,4.5,9+,Games,USD,
1622,68373504,4.99,1685,4.5,9+,Health & Fitness,USD,
1623,205250560,0.99,17203,4.5,17+,Games,USD,
1624,69952512,0,22324,4.5,12+,Games,USD,
1625,1820131328,4.99,18822,4.5,12+,Games,USD,
1626,59441152,2.99,540,4,9+,Games,USD,
1627,44660067,0.99,80,4.5,4+,Games,USD,
1628,537749504,14.99,4558,4.5,9+,Games,USD,
1629,108691456,0,34677,4.5,4+,Social Networking,USD,
1630,40968192,0,3783,4.5,4+,Games,USD,
1631,611252780,6.99,259,4.5,4+,Games,USD,
1632,2251403264,3.99,1033,4.5,4+,Games,USD,
1633,42951284,0.99,2630,5,12+,Games,USD,
1634,1829599232,0,612532,4.5,12+,Games,USD,
1635,123449344,0,115,4.5,4+,Games,USD,
1636,79133696,2.99,401,4,4+,Education,USD,
1637,123656192,2.99,6263,4.5,4+,Business,USD,
1638,126825472,0,2739,3.5,9+,Games,USD,
1639,175430656,2.99,22100,5,4+,Reference,USD,
1640,99624960,0,15605,4,4+,Photo & Video,USD,
1641,634097664,2.99,18758,4,4+,Games,USD,
1642,138681344,1.99,3164,4.5,17+,Games,USD,
1643,77213696,3.99,108,3,4+,Games,USD,
1644,214962176,0,96534,4.5,4+,Education,USD,
1645,18385920,0,4878,4,4+,Shopping,USD,
1646,112688128,0,11021,4.5,4+,Photo & Video,USD,
1647,49825792,9.99,2951,4,4+,Business,USD,
1648,177899520,0,113709,4,4+,Productivity,USD,
1649,27543552,4.99,697,2.5,17+,Social Networking,USD,
1650,69116928,0,129,4.5,4+,Travel,USD,
1651,82499584,1.99,1628,4.5,4+,Games,USD,
1652,1161168896,4.99,20113,4,17+,Games,USD,
1653,72671232,0.99,11000,4.5,4+,Games,USD,
1654,24925184,2.99,196,4.5,4+,Social Networking,USD,
1655,21319680,0,16555,4.5,4+,Productivity,USD,
1656,67862528,0,2207,2.5,4+,Finance,USD,
1657,26681344,0,4645,4,17+,News,USD,
1658,89534464,6.99,235,4.5,4+,Health & Fitness,USD,
1659,19306496,0.99,482,2.5,12+,Social Networking,USD,
1661,1024388096,0,41266,4.5,17+,Games,USD,
1662,110405632,0,0,0,12+,Games,USD,
1663,136165376,0,28902,4.5,4+,Games,USD,
1664,1522363392,0,16852,4.5,12+,Games,USD,
1665,14505984,0,0,0,4+,Travel,USD,
1666,70962176,0.99,4678,4.5,4+,Games,USD,
1667,520400896,4.99,95,3.5,4+,Games,USD,
1669,85116928,0.99,365,4.5,4+,Games,USD,
1670,1272736768,0,1385,4.5,4+,Education,USD,
1671,56379392,0,109,4,4+,Entertainment,USD,
1672,51728384,0.99,61,4.5,4+,Games,USD,
1673,109844480,0,12177,4,4+,Entertainment,USD,
1675,671744,1.99,93,2.5,4+,Photo & Video,USD,
1676,186687488,0,418033,4.5,4+,Games,USD,
1677,80175104,9.99,571,4.5,4+,Health & Fitness,USD,
1678,68196352,0,6088,4.5,4+,Entertainment,USD,
1679,48523264,1.99,4806,5,17+,Productivity,USD,
1680,76228608,0,17,4.5,12+,Travel,USD,
1681,875347968,2.99,4996,4.5,12+,Games,USD,
1682,185881600,0,179111,4.5,17+,Games,USD,
1683,319086592,0.99,12,4.5,4+,Education,USD,
1684,18944000,0,729,3.5,4+,Entertainment,USD,
1685,285233152,0,8341,3,4+,Health & Fitness,USD,
1686,13821952,1.99,160,4,4+,Book,USD,
1687,62429184,0,82,2.5,4+,Utilities,USD,
1688,1032812544,49.99,297,4,4+,Music,USD,
1689,4255744,4.99,14,5,4+,Productivity,USD,
1690,52864000,0,9010,3.5,12+,Entertainment,USD,
1691,184817664,0,14268,4,12+,Music,USD,
1692,185147392,4.99,1051,4.5,9+,Games,USD,
1693,120232960,0,154911,4.5,12+,Navigation,USD,
1694,96925696,0,46859,4.5,4+,Games,USD,
1695,32724992,1.99,1175,4.5,4+,Photo & Video,USD,
1696,2134631,0,0,0,4+,Entertainment,USD,
1697,159403008,2.99,124,4,4+,Education,USD,
1699,233041920,0.99,308,4,4+,Games,USD,
1700,100749312,1.99,155,3.5,4+,Games,USD,
1701,18010112,2.99,1225,4,4+,Navigation,USD,
1702,56923703,1.99,150,4,4+,Games,USD,
1703,21285888,0.99,181,4,4+,Entertainment,USD,
1704,48359424,7.99,159,3.5,12+,Medical,USD,
1705,22281216,0.99,76,5,4+,Travel,USD,
1706,49776640,0,134,3.5,4+,Entertainment,USD,
1707,343504896,1.99,15430,4.5,12+,Games,USD,
1708,266735616,0,18749,4.5,4+,Education,USD,
1709,11104256,0,840,3,4+,Sports,USD,
1710,334425088,0,47999,4.5,4+,Productivity,USD,
1711,336831488,0,10939,4,4+,Productivity,USD,
1712,221737984,0,2057,4.5,12+,Games,USD,
1713,323411968,0,24430,4.5,4+,Productivity,USD,
1715,373793792,0,3936,4,4+,Games,USD,
1716,49837056,0,3779,4,4+,Health & Fitness,USD,
1717,15577088,0,0,0,4+,Food & Drink,USD,
1718,124726272,0,29078,4.5,12+,Photo & Video,USD,
1719,114876416,4.99,2433,3.5,4+,Photo & Video,USD,
1720,109892608,0,2369,4.5,17+,Entertainment,USD,
1721,3923968,0.99,206,4,4+,Photo & Video,USD,
1722,8620032,3.99,105,4.5,4+,Sports,USD,
1723,75834368,2.99,2319,4.5,4+,Health & Fitness,USD,
1724,98576384,0,11174,3.5,12+,Photo & Video,USD,
1725,32718397,0.99,13,3,4+,Games,USD,
1726,142116864,0,1,5,17+,Entertainment,USD,
1727,116443136,0,11040,4,4+,Productivity,USD,
1728,229460992,0,1191,4.5,4+,Games,USD,
1729,53601280,0,2431,4.5,12+,Sports,USD,
1730,6660096,0,1,1,4+,Food & Drink,USD,
1731,76704768,4.99,50,4,4+,Health & Fitness,USD,
1732,141524992,1.99,181,4,4+,Games,USD,
1733,27372544,0,687,3,4+,Shopping,USD,
1734,42894336,0,1356,2.5,4+,Food & Drink,USD,
1735,83660800,2.99,421,4.5,9+,Games,USD,
1737,74738688,0,27421,4.5,4+,Health & Fitness,USD,
1738,121733120,4.99,2145,4.5,12+,Games,USD,
1739,22910976,3.99,7,3.5,4+,Education,USD,
1740,47202304,1.99,26,3,9+,Games,USD,
1741,65385472,0,754,4,12+,Games,USD,
1742,28262400,0.99,56,4,4+,Games,USD,
1743,16686080,0,25193,4.5,17+,Music,USD,
1744,72076288,0,97,4,17+,Shopping,USD,
1745,47350282,0.99,3,3.5,4+,Games,USD,
1746,76482560,8.99,10534,5,4+,Education,USD,
1747,7669760,2.99,11322,5,9+,Productivity,USD,
1748,9756672,2.99,307,4.5,4+,Productivity,USD,
1749,161335296,0,2082,5,4+,Photo & Video,USD,
1751,51642368,0,90355,3.5,4+,Photo & Video,USD,
1752,92662784,0.99,2505,4.5,4+,Games,USD,
1753,15023104,1.99,130,2,4+,Productivity,USD,
1754,131316736,24.99,1,1,12+,Medical,USD,
1755,6323200,3.99,525,4.5,4+,Utilities,USD,
1756,68932608,1.99,1941,4.5,4+,Games,USD,
1757,256817152,0.99,2232,4.5,12+,Games,USD,
1758,24890368,0,66002,4.5,4+,Games,USD,
1759,213117952,0,198,4.5,17+,Shopping,USD,
1760,308125696,1.99,104,4,4+,Games,USD,
1762,278532096,0,41428,4.5,9+,Games,USD,
1763,89981952,1.99,3025,4.5,9+,Games,USD,
1764,240980992,4.99,96,3,12+,Games,USD,
1765,118532096,0,2,2.5,12+,Games,USD,
1766,135656448,0.99,0,0,4+,Navigation,USD,
1767,123812864,0,5230,4,4+,Games,USD,
1768,131642368,0,80308,4.5,12+,Games,USD,
1769,87406592,0.99,2298,4,9+,Games,USD,
1770,218399744,1.99,14912,4,9+,Games,USD,
1771,130438144,0,78,4,4+,Games,USD,
1772,39256064,9.99,166,4.5,4+,Photo & Video,USD,
1773,552239104,3.99,0,0,4+,Education,USD,
1774,38045696,0,13237,3.5,4+,Entertainment,USD,
1775,147123200,0,464312,4.5,9+,Games,USD,
1776,361828352,4.99,4422,4,9+,Games,USD,
1777,843794432,19.99,2747,4.5,12+,Medical,USD,
1778,15147008,0.99,53,4.5,4+,Health & Fitness,USD,
1779,35823616,0,1205,3,4+,Entertainment,USD,
